State,City,Destination State,Destination,Distance/km,Time_Taken/min
South Dakota,Mitchell,South Dakota,Vermillion,176,111
South Dakota,Mitchell,South Dakota,Pierre,246,140
South Dakota,Mitchell,South Dakota,Watertown,206,132
South Dakota,Mitchell,South Dakota,Murdo,225,125
South Dakota,Mitchell,South Dakota,Aberdeen,231,142
South Dakota,Mitchell,South Dakota,Sioux Falls,117,67
South Dakota,Murdo,South Dakota,Rapid City,220,125
South Dakota,Murdo,South Dakota,Pierre,88,53
South Dakota,Murdo,South Dakota,Aberdeen,353,210
South Dakota,Murdo,South Dakota,Mobridge,262,202
South Dakota,Murdo,South Dakota,Mitchell,226,121
South Dakota,Sioux Falls,South Dakota,Aberdeen,327,189
South Dakota,Sioux Falls,South Dakota,Vermillion,102,62
South Dakota,Sioux Falls,South Dakota,Mitchell,117,68
South Dakota,Sioux Falls,South Dakota,Watertown,167,94
South Dakota,Watertown,South Dakota,Aberdeen,163,102
South Dakota,Watertown,South Dakota,Mitchell,207,133
South Dakota,Watertown,South Dakota,Pierre,301,187
South Dakota,Vermillion,South Dakota,Sioux Falls,101,60
South Dakota,Vermillion,South Dakota,Mitchell,176,115
South Dakota,Vermillion,Nebraska,Ainsworth,180,181
South Dakota,Sioux Falls,Iowa,Le Mars,86,85
,,,,,
,,,,,
Illinois,Chicago,Indiana,Hammond,46.7,33
Illinois,Chicago,Wisconsin,Milwaukee,148,88
Illinois,Chicago,Illinois,Rockford,143,83
Illinois,Chicago,Illinois,Rock Island,271,162
Illinois,Chicago,Illinois,Peoria,267,149
Illinois,Chicago,Illinois,Champaign,218,127
Illinois,Quincy,Missouri,Kirksville,119,83
Illinois,Quincy,Illinois,Springfield,179,109
Illinois,Quincy,Illinois,Rock Island,232,153
Illinois,Quincy,Illinois,Peoria,206,143
Illinois,Rockford,Wisconsin,Madison,119,78
Illinois,Rockford,Wisconsin,Milwaukee,153,94
Illinois,Rockford,Iowa,Davenport,208,128
Illinois,Rockford,Illinois,Chicago,143,86
Illinois,Rockford,Illinois,Rock Island,197,126
Illinois,Rockford,Illinois,Peoria,219,141
Illinois,Rockford,Indiana,Hammond,186,112
Illinois,Springfield,Indiana,Hammond,315,184
Illinois,Springfield,Illinois,Quincy,178,106
Illinois,Springfield,Illinois,Rock Island,280,161
Illinois,Springfield,Illinois,Peoria,119,71
Illinois,Springfield,Illinois,Champaign,139,83
Illinois,Springfield,Missouri,St. louis,156,87
Illinois,Springfield,Illinois,Carbondale,271,174
Illinois,Rock Island,Indiana,Hammond,282,162
Illinois,Rock Island,Iowa,Davenport,2.7,4
Illinois,Rock Island,Illinois,Chicago,273,170
Illinois,Rock Island,Illinois,Rockford,197,127
Illinois,Rock Island,Illinois,Quincy,236,150
Illinois,Rock Island,Illinois,Springfield,279,158
Illinois,Rock Island,Illinois,Peoria,161,92
Illinois,Peoria,Indiana,Hammond,258,145
Illinois,Peoria,Iowa,Davenport,158,95
Illinois,Peoria,Illinois,Chicago,269,155
Illinois,Peoria,Illinois,Rockford,217,139
Illinois,Peoria,Illinois,Quincy,205,143
Illinois,Peoria,Illinois,Springfield,118,68
Illinois,Peoria,Illinois,Rock Island,162,92
Illinois,Peoria,Illinois,Champaign,144,85
Illinois,Champaign,Indiana,Hammond,198,121
Illinois,Champaign,Illinois,Chicago,217,126
Illinois,Champaign,Illinois,Springfield,139,82
Illinois,Champaign,Illinois,Peoria,145,93
Illinois,Champaign,Illinois,Carbondale,315,186
Illinois,Carbondale,Illinois,Springfield,270,174
Illinois,Carbondale,Illinois,Champaign,321,190
,,,,,
Louisiana,Alexandria,Louisiana,Lake charles,159,104
Louisiana,Alexandria,Louisiana,Lafayette,142,78
Louisiana,Alexandria,Louisiana,New orleans,327,193
Louisiana,Alexandria,Louisiana,Baton Rouge,200,122
Louisiana,Alexandria,Louisiana,Monroe,153,103
Louisiana,Alexandria,Louisiana,Shreveport,200,108
Louisiana,Lake charles,Louisiana,Alexandria,159,104
Louisiana,Lake charles,Louisiana,Lafayette,120,71
Louisiana,Lake charles,Louisiana,New orleans,331,196
Louisiana,Lake charles,Louisiana,Baton Rouge,204,124
Louisiana,Lake charles,Louisiana,Shreveport,304,206
Louisiana,Lafayette,Louisiana,Alexandria,143,79
Louisiana,Lafayette,Louisiana,Lake charles,121,72
Louisiana,Lafayette,Louisiana,New orleans,217,150
Louisiana,Lafayette,Louisiana,Baton Rouge,90,77
Louisiana,Lafayette,Louisiana,Monroe,294,181
Louisiana,New orleans,Louisiana,Baton Rouge,131,77
Louisiana,Baton Rouge,Louisiana,Alexandria,198,122
Louisiana,Baton Rouge,Louisiana,Lafayette,89,55
Louisiana,Baton Rouge,Louisiana,New orleans,131,80
Louisiana,Baton Rouge,Louisiana,Monroe,300,201
Louisiana,Monroe,Louisiana,Alexandria,153,102
Louisiana,Monroe,Louisiana,Lake charles,311,202
Louisiana,Monroe,Louisiana,Shreveport,159,88
Louisiana,Shreveport,Louisiana,Alexandria,291,110
Louisiana,Shreveport,Louisiana,Lake charles,302,199
Louisiana,Shreveport,Louisiana,Monroe,160,90
Louisiana,Shreveport,Texas,tyler,157,92
Louisiana,Shreveport,Texas,dallas,302,169
Louisiana,lake charles,Texas,houston,231,133
Louisiana,lake charles,Texas,port arthur,92,65
Louisiana,lake charles,Texas,galveston,219,170
Louisiana,alexandria,Texas,tyler,343,192
Louisiana,alexandria,Texas,port arthur,249,161
Louisiana,alexandria,Mississippi,jackson,286,194
Louisiana,baton rouge,Mississippi,jackson,282,159
Louisiana,baton rouge,Mississippi,biloxi,238,134
Louisiana,new orleans,Mississippi,Meridians,319,180
Louisiana,new orleans,Mississippi,biloxi,145,110
Louisiana,new orleans,Mississippi,jackson,300,174
Louisiana,monroe,Arkansas,little rock,284,180
Louisiana,shreveport,Arkansas,little rock,343,190
,,,,,
Nebraska,Ainsworth,Nebraska,O'neil,106,65
Nebraska,Ainsworth,Nebraska,Grand Island,270,170
Nebraska,Ainsworth,Nebraska,Hyannis,241,150
Nebraska,Ainsworth,Nebraska,Lexington,234,140
Nebraska,O'neil,Nebraska,Ainsworth,106,65
Nebraska,O'neil,Nebraska,Grand Island,180,110
Nebraska,O'neil,Nebraska,Columbus,188,120
Nebraska,O'neil,Nebraska,Omaha,311,200
Nebraska,O'neil,Nebraska,Lexington,266,170
Nebraska,Omaha,Nebraska,O'neil,311,200
Nebraska,Omaha,Iowa,Sioux City,155,85
Nebraska,Omaha,Nebraska,Columbus,147,90
Nebraska,Omaha,Nebraska,Lincoln,95,55
Nebraska,Grand Island,Nebraska,Ainsworth,270,170
Nebraska,Grand Island,Nebraska,Lincoln,152,90
Nebraska,Grand Island,Nebraska,Hyannis,343,210
Nebraska,Grand Island,Nebraska,Lexington,140,81
Nebraska,Grand Island,Kansas,WaKeeney,323,195
Nebraska,Grand Island,Nebraska,Columbus,103,70
Nebraska,Grand Island,Nebraska,O'neil,180,110
Nebraska,Columbus,Nebraska,Grand Island,103,70
Nebraska,Columbus,Nebraska,O'neil,188,120
Nebraska,Columbus,Nebraska,Omaha,147,90
Nebraska,Columbus,Nebraska,Hyannis,424,260
Nebraska,Columbus,Nebraska,Lincoln,123,66
Nebraska,Lincoln,Nebraska,Grand Island,152,90
Nebraska,Lincoln,Nebraska,Omaha,93,55
Nebraska,Lincoln,Nebraska,Columbus,123,66
Nebraska,Lincoln,Missouri,Kansas City,309,184
Nebraska,Lincoln,Nebraska,Lexington,267,152
Nebraska,Lexington,Nebraska,Hyannis,274,170
Nebraska,Lexington,Nebraska,Ainsworth,234,140
Nebraska,Lexington,Nebraska,Grand Island,140,80
Nebraska,Lexington,Nebraska,O'neil,266,170
Nebraska,Lexington,Nebraska,Lincoln,267,152
Nebraska,Hyannis,Nebraska,Ainsworth,241,150
Nebraska,Hyannis,Nebraska,Lexington,274,170
Nebraska,Hyannis,Nebraska,Columbus,424,258
Nebraska,Hyannis,Nebraska,Grand Island,343,210
Nebraska,Columbus,Iowa,Sioux City,188,130
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Minnesota,Minneapolis ,Minnesota,St Cloud,105,64
Minnesota,St Cloud ,Minnesota,Crookston,362,209
Minnesota,St Cloud ,Minnesota,Thief River Falls ,372,231
Minnesota,St Cloud ,Minnesota,Duluth,232,141
Minnesota,St Cloud ,Minnesota,Bemidji,246,153
Minnesota,St Cloud ,Minnesota,St Paul,121,69
Minnesota,St Paul,Minnesota,Minneapolis,19,20
Minnesota,St Paul,Minnesota,Rochester,124,74
Minnesota,St Paul,Minnesota,Duluth,243,135
Minnesota,Minneapolis ,Minnesota,Duluth,248,136
Minnesota,Crookston ,Minnesota,Thief River Falls ,66,47
Minnesota,Bemidji,Minnesota,Crookston,142,86
Minnesota,Minneapolis ,Minnesota,Thief River Falls ,473,292
Minnesota,Crookston ,Minnesota,Duluth,381,246
Minnesota,Duluth ,Minnesota,Thief River Falls ,386,256
Minnesota,Rochester,Iowa,Mason City,144,93
Minnesota,Rochester,Iowa,Cedar Rapids ,273,175
Minnesota,St Cloud ,South Dakota,Aberdeen,235,252
Minnesota,Rochester,Wisconsin,Madison,336,194
Minnesota,Crookston ,North Dakota,Devils Lake,186,113
,,,,,
,,,,,
,,,,,
,,,,,
Texas,Amarillo,Texas,Lubbock,197,110
Texas,Lubbock,Texas,Wichita Falls,336,200
Texas,Lubbock,Texas,San Angelo,314,190
Texas,San Angelo,Texas,Fort Stockton,265,160
Texas,San Angelo,Texas,San Antonio,339,210
Texas,San Angelo ,Texas,Austin,330,240
Texas,San Angelo,Texas,Waco,336,210
Texas,Dallas,Texas,Wichita Falls,226,150
Texas,Dallas,Texas,Tyler,158,110
Texas,Dallas,Texas,Waco,155,110
Texas,Dallas,Arkansas,Texarkana,287,161
Texas,Waco ,Texas,Austin,164,130
Texas,Waco ,Texas,College Station,148,105
Texas,Waco,Texas,Tyler,210,150
Texas,Texarkana,Texas,Tyler,186,135
Texas,College Station,Texas,Tyler,241,190
Texas,Houston,Texas,Tyler,320,250
Texas,Port Arthur,Texas,Tyler,342,270
Texas,Houston,Texas,College Station,153,105
Texas,Houston,Texas,San Antonio,318,200
Texas,Houston ,Texas,Austin,266,180
Texas ,Austin ,Texas,San Antonio,128,90
Texas,Austin,Texas,College Station,172,120
Texas,Austin,Texas,Port Lavaca,245,180
Texas,San Antonio,Texas,Corpus Christi,231,135
Texas,Corpus Christi,Texas,Port Lavaca,136,90
Texas,Fort Stockton,Texas,Del Rio,298,170
Texas,Port Arthur,Texas,Houston,144,90
Texas,Port Lavaca,Texas,Houston,205,135
Texas,Port Lavaca,Texas,San Antonio,227,165
Texas,Fort Stockton,Texas,Del Rio,298,180
Texas,Port Arthur,Louisiana,Lake Charles,96,70
Texas,Dallas,Oklahoma,Antlers,243,155
Texas,Texarkana,Oklahoma,Antlers,220,140
Texas,Texarkana,Louisiana,Shreveport,118,70
,,,,,
Texas,Port Isabel,Texas,Corpus Christi,284,170
Texas,Port Isabel,Texas,Laredo,354,260
Texas,Waco,Texas,Fredericksburg,272,180
Texas,Waco,Texas,San Angelo,337,215
Texas,Waco,Texas,Wichita Falls,326,190
Texas,Waco,Texas,Houston,294,190
Texas,College Station,Texas,Fredericksburg,294,220
Texas,College Station,Texas,San Antonio,273,205
Texas,College Station,Texas,Tyler,240,115
Texas,College Station,Texas,Waco,148,102
Texas,College Station,Texas,Houston,156,97
Texas,College Station,Texas,Corpus Christi,382,260
Texas,Fredericksburg,Texas,San Antonio,112,75
Texas,Fredericksburg,Texas,Austin,125,107
Texas,Fredericksburg,Texas,Waco,287,190
Texas,Fredericksburg,Texas,College Station,294,220
Texas,Fredericksburg,Texas,San Angelo,235,140
Texas,Fredericksburg,Texas,Del Rio,278,170
Texas,San Angelo,Texas,Del Rio,252,160
Texas,San Angelo,Texas,Fredericksburg,236,145
Texas,San Angelo,Texas,Wichita Falls,374,225
Texas,Laredo,Texas,Port Isabel,345,235
Texas,Laredo,Texas,San Antonio,252,160
Texas,Laredo,Texas,Del Rio,288,195
Texas,Laredo,Texas,Fredericksburg,354,230
Texas,Del Rio,Texas,San Antonio,252,170
Texas,Del Rio,Texas,Fredericksburg,281,170
Texas,Del Rio,Texas,San Angelo,252,160
Texas,Del Rio,Texas,Laredo,288,200
Texas,Tyler,Texas,Waco,210,155
Texas,Tyler,Texas,College Station,241,185
Texas,Tyler,Texas,Dallas,157,110
Texas,Tyler,Louisiana,Shreveport,157,97
Texas,Tyler,Texas,Texarkana,186,135
Texas,Wichita Falls,Texas,Waco,327,195
Texas,Wichita Falls,Texas,San Angelo,375,235
Texas,Wichita Falls,Oklahoma,Oklahoma City,223,130
Texas,Galveston,Texas,Houston,81,62
Texas,Galveston,Texas,College Station,234,155
Texas,San Antonio,Texas,Waco,290,185
Texas,San Antonio,Texas,Del Rio,251,165
Texas,San Antonio,Texas,College Station,272,190
Texas,San Antonio,Texas,Laredo,252,155
Texas,San Antonio,Texas,Corpus Christi,231,135
Texas,San Antonio,Texas,San Angelo,339,200
Texas,Austin,Texas,Galveston,347,230
Texas,Austin,Texas,Houston,266,170
Texas,Houston,Texas,Galveston,82,60
Texas,Corpus Christi,Texas,Port Isabel,283,170
,,,,,
Mississippi,Meridian,Mississippi,Jackson,148,100
Mississippi,Meridian,Mississippi,Biloxi,265,180
Mississippi,Meridian,Mississippi,Columbus,149,100
Mississippi,Meridian,Mississippi,Southaven,353,250
Mississippi,Meridian,Mississippi,Hattiesburg,140,100
Mississippi,Meridian,Mississippi,Oxford,261,220
Mississippi,Jackson,Mississippi,Meridian,149,100
Mississippi,Jackson,Mississippi,Biloxi,266,210
Mississippi,Jackson,Mississippi,Columbus,246,180
Mississippi,Jackson,Mississippi,Southaven,317,190
Mississippi,Jackson,Mississippi,Hattiesburg,145,130
Mississippi,Jackson,Mississippi,Oxford,259,180
Mississippi,Biloxi,Mississippi,Meridian,266,180
Mississippi,Biloxi,Mississippi,Jackson,267,210
Mississippi,Biloxi,Mississippi,Hattiesburg,121,100
Mississippi,Biloxi,Louisiana,New Orleans,147,120
Mississippi,Columbus,Mississippi,Meridian,149,100
Mississippi,Columbus,Mississippi,Jackson,246,170
Mississippi,Columbus,Mississippi,Southaven,267,180
Mississippi,Columbus,Mississippi,Hattiesburg,287,180
Mississippi,Columbus,Mississippi,Oxford,169,130
Mississippi,Columbus,Alabama,Birmingham,189,110
Mississippi,Columbus,Alabama,Florence,189,130
Mississippi,Columbus,Alabama,Tuscaloosa,94.6,75
Mississippi,Southaven,Mississippi,Meridian,354,250
Mississippi,Southaven,Mississippi,Jackson,316,190
Mississippi,Southaven,Mississippi,Columbus,267,180
Mississippi,Southaven,Mississippi,Oxford,117,80
Mississippi,Southaven,Arkansas,West Memphis,31.2,22
Mississippi,Southaven,Arkansas,Jonesboro,133,70
Mississippi,Southaven,Tennessee,Memphis,21.2,12
Mississippi,Southaven,Tennessee,Dyersburg,143,90
Mississippi,Hattiesburg,Mississippi,Meridian,140,100
Mississippi,Hattiesburg,Mississippi,Jackson,145,130
Mississippi,Hattiesburg,Mississippi,Biloxi,121,100
Mississippi,Hattiesburg,Mississippi,Columbus,287,190
Mississippi,Oxford,Mississippi,Meridian,260,220
Mississippi,Oxford,Mississippi,Jackson,258,170
Mississippi,Oxford,Mississippi,Columbus,170,130
Mississippi,Oxford,Mississippi,Southaven,116,80
Mississippi,Oxford,Tennessee,Collierville,91,70
Mississippi,Columbus,Tennessee,Collierville,250,160
Mississippi,Oxford,Tennessee,Columbia,326,200
,,,,,
,,,,,
,,,,,
Iowa,Davenport,Iowa,Cedar Rapids,127,90
Iowa,Davenport,Iowa,Des Moines,269,170
Iowa,Davenport,Iowa,Burlington,120,85
Iowa,Cedar Rapids,Iowa,Davenport,132,90
Iowa,Cedar Rapids,Iowa,Des Moines,206,120
Iowa,Cedar Rapids,Iowa,Burlington,164,100
Iowa,Cedar Rapids,Iowa,Waterloo,88,55
Iowa,Des Moines,Iowa,Davenport,272,170
Iowa,Des Moines,Iowa,Cedar Rapids,206,130
Iowa,Des Moines,Iowa,Fort Dodge,154,100
Iowa,Des Moines,Iowa,Sioux City,318,190
Iowa,Des Moines,Iowa,Burlington,270,170
Iowa,Des Moines,Iowa,Waterloo,206,120
Iowa,Des Moines,Iowa,Mason City,195,120
Iowa,Burlington,Iowa,Davenport,120,85
Iowa,Burlington,Iowa,Cedar Rapids,164,100
Iowa,Burlington,Iowa,Des Moines,270,170
Iowa,Mason City,Iowa,Sioux City,331,220
Iowa,Mason City,Iowa,Fort Dodge,149,100
Iowa,Mason City,Iowa,Waterloo,133,85
Iowa,Mason City,Iowa,Des Moines,196,120
Iowa,Mason City,Iowa,Le Mars,276,200
Iowa,Waterloo,Iowa,Cedar Rapids,88,55
Iowa,Waterloo,Iowa,Des Moines,212,130
Iowa,Waterloo,Iowa,Fort Dodge,165,100
Iowa,Waterloo,Iowa,Mason City,137,85
Iowa,Fort Dodge,Iowa,Des Moines,154,100
Iowa,Fort Dodge,Iowa,Mason City,150,100
Iowa,Fort Dodge,Iowa,Waterloo,160,100
Iowa,Fort Dodge,Iowa,Sioux City,189,130
Iowa,Fort Dodge,Iowa,Le Mars,204,130
Iowa,Sioux City,Iowa,Des Moines,319,190
Iowa,Sioux City,Iowa,Fort Dodge,189,130
Iowa,Sioux City,Iowa,Mason City,332,210
Iowa,Sioux City,Iowa,Le Mars,42.6,35
Iowa,Davenport,Illinois,Rock Island,3,5
Iowa,Mason City,Minnesota,Rochester,145,100
Iowa,Sioux City,South Dakota,Vermillion,39,40
Iowa,Sioux City,Nebraska,Omaha,155,90
Iowa,Sioux City,Nebraska,Columbus,188,130
Iowa,Waterloo,Wisconsin,Madison,293,190
Iowa,Cedar Rapids,Wisconsin,Madison,265,180
Iowa,Davenport,Wisconsin,Madison,262,170
Iowa,Burlington,Missouri,Kirksville,194,130
Iowa,Des Moines,Missouri,Kirksville,214,160
Iowa,Le Mars,Iowa,Fort Dodge,205,130
